Date,Adj Close,Exponential_moving_average,BB_UPPER,BB_MIDDLE,BB_LOWER
1980-12-12,0.09931866824626923,0.1283479928970337,0.1283479928970337,0.1283479928970337,0.1283479928970337
1980-12-15,0.09413713216781616,0.12462799665000704,0.13195579524608086,0.12462799665000704,0.11730019805393321
1980-12-16,0.08722767233848572,0.1197488998047641,0.13188098215714641,0.1197488998047641,0.10761681745238179
1980-12-17,0.08938665688037872,0.11831397335057658,0.12906345725738724,0.11831397335057658,0.10756448944376593
1980-12-18,0.09197814762592316,0.11847699980744857,0.1277988184042568,0.11847699980744857,0.10915518121064033
1980-12-19,0.09759145230054855,0.1205475915917106,0.12989733600618966,0.1205475915917106,0.11119784717723155
1980-12-22,0.10234121978282928,0.12351017239466772,0.13445709780784515,0.12351017239466772,0.11256324698149027
1980-12-23,0.10665996372699738,0.12695269688179936,0.14021222587691043,0.12695269688179936,0.1136931678866883
1980-12-24,0.1122732162475586,0.13114227298383493,0.14758547559503268,0.13114227298383493,0.11469907037263717
1980-12-26,0.12263708561658859,0.13726795895635502,0.15930236490316085,0.13726795895635502,0.1152335530095492
1980-12-29,0.1243642121553421,0.1423978188689328,0.167825693136445,0.1423978188689328,0.11696994460142061
1980-12-30,0.12134168297052383,0.14549252224870232,0.17205677476045264,0.14549252224870232,0.118928269736952
1980-12-31,0.11788733303546906,0.1469425336846199,0.1735000859178295,0.1469425336846199,0.1203849814514103
1981-01-02,0.11918274313211441,0.1484227264684335,0.17501580521431123,0.1484227264684335,0.12182964772255575
1981-01-05,0.11659198999404907,0.1488885730691266,0.1750737573087516,0.1488885730691266,0.12270338882950158
1981-01-06,0.11140965670347214,0.14787698331444402,0.17327629206520762,0.14787698331444402,0.12247767456368043
1981-01-07,0.10665996372699738,0.14582231891954525,0.17041622184529479,0.14582231891954525,0.12122841599379572
1981-01-08,0.10450097173452377,0.14362731483150906,0.16751875355925758,0.14362731483150906,0.11973587610376055
1981-01-09,0.11011427640914917,0.14335776655485202,0.1666208029115396,0.14335776655485202,0.12009473019816444
1981-01-12,0.10925071686506271,0.1429177408495445,0.16787427324446846,0.13858814984560014,0.10930202644673183
1981-01-13,0.10536455363035202,0.1415538125689752,0.167895901121987,0.13897880017757416,0.11006169923316132
1981-01-14,0.10579637438058853,0.14057966276225864,0.167511286374231,0.1397321503609419,0.11195301434765279
1981-01-15,0.10795534402132034,0.14036426016423723,0.16578097578045173,0.14107145071029664,0.11636192564014154
1981-01-16,0.10709169507026672,0.13996813744840486,0.16387272288338875,0.14221545085310935,0.12055817882282996
1981-01-19,0.11356863379478455,0.14133226286122677,0.1623289191732026,0.14361050054430963,0.12489208191541663
1981-01-20,0.11011427640914917,0.14152619570473926,0.16125863393400672,0.1444196507334709,0.1275806675329351
1981-01-21,0.1122732162475586,0.14224048369888606,0.16089658561627843,0.14506140053272248,0.12922621544916654
1981-01-22,0.11356863379478455,0.14314673929477179,0.16098454856481934,0.14550780057907103,0.13003105259332273
1981-01-23,0.11313681304454803,0.14375933801217308,0.16104203764844127,0.14556360021233558,0.1300851627762299
1981-01-26,0.11140965670347214,0.14380212195309872,0.1590777094841894,0.14483814984560012,0.13059859020701084
1981-01-27,0.11054611951112747,0.1436129102226059,0.15607679626547918,0.143945299834013,0.1318138034025468
1981-01-28,0.10709169507026672,0.14256810034807077,0.15376057841399546,0.14302454963326455,0.13228852085253365
1981-01-29,0.10320557653903961,0.14072751277179277,0.1526969917645822,0.1420758992433548,0.13145480672212737
1981-01-30,0.09759145230054855,0.1378037262145787,0.152003945960058,0.14068079888820648,0.12935765181635495
1981-02-02,0.09197814762592316,0.13401384423048743,0.1531182131888423,0.1390903986990452,0.12506258420924807
1981-02-03,0.09543252736330032,0.13187558218898152,0.1535368260212964,0.13805804923176765,0.12257927244223892
1981-02-04,0.09888691455125809,0.13105825436374402,0.15370251139507157,0.13755579963326453,0.12140908787145749
1981-02-05,0.09888691455125809,0.13040446850797918,0.15389374193658684,0.1371930494904518,0.12049235704431677
1981-02-06,0.09931866824626923,0.12999310503630973,0.15346153452043518,0.13649549931287766,0.11952946410532016
1981-02-09,0.09413713216781616,0.12832466218543023,0.15356307014075643,0.13551894910633563,0.11747482807191482
1981-02-10,0.09413713216781616,0.12698998775189158,0.153866259782614,0.1347934991121292,0.1157207384416444
1981-02-11,0.0911145955324173,0.12514103350430655,0.15434809283888723,0.1338448490947485,0.11334160535060976
1981-02-12,0.09025020152330399,0.12343851034129771,0.15439221188318847,0.13270084857940673,0.111009485275625
1981-02-13,0.08809128403663635,0.12151850383063771,0.15454361816195286,0.13147314861416817,0.10840267906638348
1981-02-17,0.09025020152330399,0.1205405598746182,0.15276689950369715,0.12996644861996173,0.1071659977362263
1981-02-18,0.09413713216781616,0.1207628555760464,0.15124794184833343,0.1289340987801552,0.10662025571197696
1981-02-19,0.08852307498455048,0.11948964832822533,0.1492521515513692,0.12739949859678745,0.1055468456422057
1981-02-20,0.08377336710691452,0.11724346854792302,0.14692482115389388,0.12547429874539376,0.10402377633689364
1981-02-23,0.0850687026977539,0.11578134801976563,0.1438262288153734,0.1236606989055872,0.103495168995801
1981-02-24,0.08204616606235504,0.11383045050214982,0.14100121275062852,0.1217633992433548,0.10252558573608109
1981-02-25,0.08722767233848572,0.11360895794224478,0.13711105922015948,0.12025669924914836,0.10340233927813725
1981-02-26,0.08852307498455048,0.1137665671526853,0.13375348084446836,0.11905689910054207,0.10436031735661576
1981-02-27,0.09154640883207321,0.11467406021461549,0.13136432204868578,0.11830354928970337,0.10524277653072095
1981-03-02,0.09197814762592316,0.11551165368586881,0.13048063542096053,0.1179408498108387,0.10540106420071689
1981-03-03,0.09068279713392258,0.11584692435447067,0.13039339354423946,0.11785714961588382,0.10532090568752818
